title,app_id,app_type,developer,publisher,platforms,technologies,last_changenumber,last_record_update,release_date,positive_reviews_per,total_reviews,player_count_now,multiplayer,steam_trading_cards,valve_anti_cheat,in_app_purchases,steam_workshop,cloud_gaming,cross_platform_multiplayer,stats,remote_play_on_phone,remote_play_on_tablet,sys_date,href
Darkest Dungeon® II,1940340,Game,Red Hook Studios,Red Hook Studios,Windows macOS,Unity Engine,31894861,25 October 2025 – 03:34:03 UTC ( ),8 May 2023 – 15:47:00 UTC ( ),75.3,23467,,0,1,0,0,1,1,0,0,0,0,2025-10-26T18:01:43.860850,https://steamdb.info/app/1940340/charts/
Metro 2033 Redux,286690,Game,4A Games,Deep Silver,Windows macOS Linux,4A_Engine Engine,31728516,17 October 2025 – 13:53:06 UTC ( ),28 August 2014 – 22:00:00 UTC ( ),91.76,119452,,0,1,0,0,0,1,0,0,0,0,2025-10-26T18:03:26.907566,https://steamdb.info/app/286690/charts/
Source SDK Base 2013 Multiplayer,243750,Tool,,,Windows macOS Linux,Source Engine,28969242,13 May 2025 – 22:19:25 UTC ( ),,,,1238,0,0,0,0,0,0,0,0,0,0,2025-10-26T18:05:38.207827,https://steamdb.info/app/243750/charts/
Dead Frontier 2,744900,Game,Creaky Corpse Ltd,Creaky Corpse Ltd,Windows,Unity Engine,31824841,21 October 2025 – 21:53:33 UTC ( ),15 July 2019 – 15:18:00 UTC ( ),70.13,27446,,1,1,0,1,0,0,0,0,0,1,2025-10-26T18:06:29.719705,https://steamdb.info/app/744900/charts/
Yakuza 0,638970,Game,Ryu Ga Gotoku Studio,SEGA,Windows,,30065158,15 July 2025 – 09:28:02 UTC ( ),1 August 2018 – 14:00:00 UTC ( ),95.68,75237,,1,1,0,0,0,0,0,0,1,1,2025-10-26T18:07:09.672363,https://steamdb.info/app/638970/charts/
OMSI 2,252530,Game,MR-Software GbR,Aerosoft GmbH,Windows,,31439925,2 October 2025 – 12:48:18 UTC ( ),11 December 2013 – 17:05:00 UTC ( ),85.48,13680,,0,0,0,0,0,0,0,0,0,0,2025-10-26T18:08:44.567919,https://steamdb.info/app/252530/charts/
Tomb Raider,203160,Game,"Crystal Dynamics , Eidos-Montréal , Feral Interactive (Mac) , Nixxes","Crystal Dynamics , Feral Interactive (Mac)",Windows macOS Linux,EpicOnlineServices SDK,28970052,13 May 2025 – 23:27:40 UTC ( ),5 March 2013 – 05:00:00 UTC ( ),96.07,253910,,1,1,0,0,0,1,0,0,1,1,2025-10-26T18:09:59.479184,https://steamdb.info/app/203160/charts/
SAO Utils: Beta,786520,Application,Joshua Chen,Studio GPBeta,Windows,,28978768,14 May 2025 – 10:37:39 UTC ( ),14 March 2018 – 16:04:00 UTC ( ),87.77,3017,,0,0,0,0,1,0,0,0,0,0,2025-10-26T18:11:43.715743,https://steamdb.info/app/786520/charts/
Devil May Cry 5,601150,Game,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Windows,RE_Engine Engine,30861825,30 August 2025 – 09:51:11 UTC ( ),8 March 2019 – 00:00:00 UTC ( ),96.01,154695,,1,1,0,0,0,1,0,0,0,0,2025-10-26T18:13:33.992883,https://steamdb.info/app/601150/charts/
三国杀,1180320,Game,杭州游卡网络技术有限公司,杭州游卡网络技术有限公司,Windows,,31816770,21 October 2025 – 13:53:26 UTC ( ),17 December 2021 – 15:58:00 UTC ( ),10.33,75340,,1,0,0,1,0,0,0,0,0,0,2025-10-26T18:15:35.990022,https://steamdb.info/app/1180320/charts/
eFootball PES 2021 SEASON UPDATE,1259970,Game,Konami Digital Entertainment,Konami Digital Entertainment,Windows,,29686123,21 June 2025 – 22:39:06 UTC ( ),15 September 2020 – 17:00:00 UTC ( ),77.61,38029,,1,0,0,1,0,0,0,0,0,0,2025-10-26T18:17:02.073047,https://steamdb.info/app/1259970/charts/
Stationeers,544550,Game,RocketWerkz,RocketWerkz,Windows,Unity Engine,31911296,26 October 2025 – 17:51:31 UTC ( ),12 December 2017 – 22:57:00 UTC ( ),86.33,7726,,1,0,0,0,1,1,0,0,0,0,2025-10-26T18:17:45.063504,https://steamdb.info/app/544550/charts/
Road To Empress,3478050,Game,New One Studio,"New One Studio , Ariel",Windows,"AntiCheatExpert AntiCheat , Unity Engine , EpicOnlineServices SDK",31831339,22 October 2025 – 07:19:14 UTC ( ),9 September 2025 – 00:00:29 UTC ( ),85.8,8748,,0,0,0,1,0,0,0,0,0,0,2025-10-26T18:18:52.576025,https://steamdb.info/app/3478050/charts/
Beasts of Bermuda,719890,Game,"Sastrei Studios, LLC","Sastrei Studios, LLC",Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31889126,24 October 2025 – 18:45:22 UTC ( ),21 December 2018 – 20:00:16 UTC ( ),70.43,9074,,1,0,0,0,0,0,0,0,0,0,2025-10-26T18:19:33.231504,https://steamdb.info/app/719890/charts/
AdVenture Capitalist,346900,Game,Hyper Hippo Games,Hyper Hippo Games,Windows macOS Linux,Unity Engine,31357944,28 September 2025 – 19:08:28 UTC ( ),30 March 2015 – 15:59:00 UTC ( ),87.75,59517,,0,1,0,0,0,0,0,0,0,0,2025-10-26T18:20:35.432729,https://steamdb.info/app/346900/charts/
A Dance of Fire and Ice,977950,Game,7th Beat Games,"7th Beat Games , indienova",Windows macOS Linux,Unity Engine,31386797,30 September 2025 – 04:08:17 UTC ( ),25 January 2019 – 00:01:00 UTC ( ),94.05,76558,,0,0,0,0,1,0,0,0,1,1,2025-10-26T18:22:19.063062,https://steamdb.info/app/977950/charts/
Outer Wilds,753640,Game,Mobius Digital,Annapurna Interactive,Windows,"Unity Engine , EpicOnlineServices SDK",31538660,8 October 2025 – 01:12:06 UTC ( ),18 June 2020 – 15:50:00 UTC ( ),95.65,91906,,0,1,0,0,0,0,0,0,1,1,2025-10-26T18:22:52.196981,https://steamdb.info/app/753640/charts/
Lords of the Fallen,1501750,Game,CI Games,CI Games,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31894495,25 October 2025 – 02:49:22 UTC ( ),13 October 2023 – 13:04:00 UTC ( ),66.83,45621,,1,0,0,0,0,1,0,0,0,0,2025-10-26T18:23:43.910083,https://steamdb.info/app/1501750/charts/
Graveyard Keeper,599140,Game,Lazy Bear Games,tinyBuild,Windows macOS Linux,Unity Engine,31794315,20 October 2025 – 14:09:32 UTC ( ),15 August 2018 – 15:15:00 UTC ( ),86.34,45204,,0,1,0,0,0,0,0,0,1,1,2025-10-26T18:24:21.739784,https://steamdb.info/app/599140/charts/
SUPER PEOPLE,1190340,Game,Wonder People,Wonder Games,Windows,"BattlEye AntiCheat , Unreal Engine",31871685,24 October 2025 – 00:32:53 UTC ( ),9 October 2022 – 02:58:00 UTC ( ),57.25,17960,,1,0,0,0,0,0,0,0,0,0,2025-10-26T18:25:03.036078,https://steamdb.info/app/1190340/charts/
Rec Room,471710,Game,Rec Room,Rec Room,Windows,Unity Engine,31911580,26 October 2025 – 18:21:55 UTC ( ),2 September 2021 – 18:03:51 UTC ( ),88.89,73192,,1,0,0,1,0,0,1,0,0,0,2025-10-26T18:27:23.453601,https://steamdb.info/app/471710/charts/
Idle Slayer,1353300,Game,Pablo Leban,Pablo Leban,Windows,Unity Engine,31821014,21 October 2025 – 17:30:11 UTC ( ),22 December 2020 – 00:47:00 UTC ( ),85.41,9451,,0,1,0,1,0,0,0,0,0,0,2025-10-26T18:29:26.774880,https://steamdb.info/app/1353300/charts/
Tropico 6,492720,Game,"Limbic Entertainment , Realmforge Studios",Kalypso Media,Windows macOS Linux,"Unreal Engine , EpicOnlineServices SDK",31020247,9 September 2025 – 16:14:39 UTC ( ),29 March 2019 – 17:00:00 UTC ( ),87.5,27933,,1,1,0,0,1,1,0,0,0,0,2025-10-26T18:30:07.797481,https://steamdb.info/app/492720/charts/
Metro Exodus,412020,Game,4A Games,Deep Silver,Windows macOS Linux,4A_Engine Engine,30999212,8 September 2025 – 15:01:19 UTC ( ),15 February 2020 – 05:00:00 UTC ( ),89.89,124731,,0,1,0,0,0,1,0,0,1,1,2025-10-26T18:31:19.524728,https://steamdb.info/app/412020/charts/
Inscryption,1092790,Game,Daniel Mullins Games,Devolver Digital,Windows macOS Linux,Unity Engine,30875267,31 August 2025 – 21:51:04 UTC ( ),19 October 2021 – 15:05:24 UTC ( ),96.89,137154,,0,1,0,0,0,1,0,0,0,0,2025-10-26T18:32:41.894429,https://steamdb.info/app/1092790/charts/
Just Cause 3,225540,Game,Avalanche Studios,Square Enix,Windows,ApexEngine Engine,31418396,1 October 2025 – 13:05:48 UTC ( ),1 December 2015 – 00:02:00 UTC ( ),84.09,123974,,0,1,0,0,0,1,0,0,1,1,2025-10-26T18:34:02.256027,https://steamdb.info/app/225540/charts/
Source Filmmaker,1840,Application,Valve,Valve,Windows,Source Engine,31485990,5 October 2025 – 01:12:59 UTC ( ),10 July 2012 – 23:30:00 UTC ( ),92.91,41713,,0,0,0,0,1,0,0,0,0,0,2025-10-26T18:35:47.925637,https://steamdb.info/app/1840/charts/
Football Manager 2021,1263850,Game,Sports Interactive,SEGA,Windows macOS,EpicOnlineServices SDK,28985548,14 May 2025 – 16:46:33 UTC ( ),24 November 2020 – 18:00:00 UTC ( ),93.48,23891,,1,0,0,0,0,0,0,0,0,0,2025-10-26T18:37:43.965231,https://steamdb.info/app/1263850/charts/
FINAL FANTASY VII REMAKE INTERGRADE,1462040,Game,Square Enix,Square Enix,Windows,Unreal Engine,30886532,1 September 2025 – 14:51:41 UTC ( ),17 June 2022 – 07:00:28 UTC ( ),88.41,40329,,0,1,0,0,0,0,0,0,0,0,2025-10-26T18:39:19.935505,https://steamdb.info/app/1462040/charts/
Eco,382310,Game,Strange Loop Games,Strange Loop Games,Windows macOS Linux,Unity Engine,31899550,25 October 2025 – 14:36:26 UTC ( ),6 February 2018 – 17:59:00 UTC ( ),81.13,13475,,1,0,0,1,0,0,0,0,0,0,2025-10-26T18:40:11.111291,https://steamdb.info/app/382310/charts/
Football Manager 2020,1100600,Game,Sports Interactive,SEGA,Windows macOS,EpicOnlineServices SDK,28984048,14 May 2025 – 15:26:35 UTC ( ),19 November 2019 – 17:00:00 UTC ( ),89.29,31739,,1,0,0,0,1,0,0,0,0,0,2025-10-26T18:42:37.191765,https://steamdb.info/app/1100600/charts/
DREDGE,1562430,Game,Black Salt Games,Team17,Windows macOS,Unity Engine,31530674,7 October 2025 – 15:49:24 UTC ( ),30 March 2023 – 16:01:00 UTC ( ),95.74,48258,,0,1,0,0,0,1,0,0,0,0,2025-10-26T18:44:36.871156,https://steamdb.info/app/1562430/charts/
Out of the Park Baseball 26,3116890,Game,Out of the Park Developments,Out of the Park Developments,Windows macOS,,31882600,24 October 2025 – 13:05:31 UTC ( ),14 March 2025 – 15:06:00 UTC ( ),80.15,524,,1,1,0,1,1,0,1,0,0,0,2025-10-26T18:46:25.579775,https://steamdb.info/app/3116890/charts/
Cossacks 3,333420,Game,GSC Game World,GSC Game World,Windows macOS Linux,,30646088,18 August 2025 – 08:19:32 UTC ( ),20 September 2016 – 19:18:00 UTC ( ),81.88,15207,,1,1,0,0,1,0,0,0,0,0,2025-10-26T18:47:31.686386,https://steamdb.info/app/333420/charts/
Dota Underlords,1046930,Game,Valve,Valve,Windows macOS Linux,Source2 Engine,31031105,10 September 2025 – 07:03:22 UTC ( ),20 June 2019 – 19:00:00 UTC ( ),82.22,90937,,1,0,0,0,0,1,1,0,1,1,2025-10-26T18:49:28.313220,https://steamdb.info/app/1046930/charts/
Atomic Heart,668580,Game,Mundfish,"Focus Entertainment , 4Divinity",Windows,Unreal Engine,31880776,24 October 2025 – 11:19:51 UTC ( ),20 February 2023 – 22:51:00 UTC ( ),81.28,41588,,0,1,0,0,0,1,0,0,0,0,2025-10-26T18:51:04.003120,https://steamdb.info/app/668580/charts/
Paladins,444090,Game,Evil Mojo Games,Hi-Rez Studios,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",28973443,14 May 2025 – 04:37:38 UTC ( ),8 May 2018 – 14:07:00 UTC ( ),84.99,345984,,1,1,0,1,0,1,1,0,1,1,2025-10-26T18:52:09.809526,https://steamdb.info/app/444090/charts/
Sejm The Game,2999060,Game,Simplicity Games,Simplicity Games,Windows,Unity Engine,31910609,26 October 2025 – 16:23:32 UTC ( ),22 October 2025 – 13:58:33 UTC ( ),95.07,751,,0,0,0,0,0,0,0,0,0,0,2025-10-26T18:53:56.846287,https://steamdb.info/app/2999060/charts/
Reverse: 1999,3092660,Game,"BLUEPOCH GAMES CO., LIMITED","BLUEPOCH GAMES CO., LIMITED",Windows,Unity Engine,31696767,16 October 2025 – 02:48:26 UTC ( ),9 October 2024 – 02:59:05 UTC ( ),93.78,3230,,0,0,0,1,0,0,0,0,0,0,2025-10-26T18:55:04.201706,https://steamdb.info/app/3092660/charts/
Myth of Empires,1371580,Game,Angela Game,Imperium Interactive Entertainment,Windows,"nProtect_GameGuard AntiCheat , Unreal Engine",31388086,30 September 2025 – 06:03:29 UTC ( ),21 February 2024 – 19:00:00 UTC ( ),67.64,17099,,1,0,0,1,1,1,0,0,0,0,2025-10-26T18:55:40.467615,https://steamdb.info/app/1371580/charts/
Men of War: Assault Squad 2,244450,Game,Digitalmindsoft,Fulqrum Publishing,Windows,,31881682,24 October 2025 – 12:12:02 UTC ( ),15 May 2014 – 19:00:00 UTC ( ),91.23,45145,,1,1,0,0,1,1,0,1,0,0,2025-10-26T18:56:34.931078,https://steamdb.info/app/244450/charts/
Metro Exodus Enhanced Edition,1449560,Game,4A Games,,Windows,4A_Engine Engine,30999212,8 September 2025 – 15:01:19 UTC ( ),,,,1242,0,1,0,0,0,1,0,0,1,1,2025-10-26T18:58:28.185557,https://steamdb.info/app/1449560/charts/
Age of History 3,2772750,Game,Łukasz Jakowski,Łukasz Jakowski Games,Windows macOS,,31610608,11 October 2025 – 09:11:27 UTC ( ),23 October 2024 – 10:03:52 UTC ( ),85.74,15012,,0,0,0,0,1,0,0,0,0,0,2025-10-26T18:59:45.815918,https://steamdb.info/app/2772750/charts/
Caliber,307950,Game,1C Game Studios,FOR-GAMES CR LTD,Windows,Unity Engine,31832471,22 October 2025 – 08:32:10 UTC ( ),12 April 2023 – 08:03:00 UTC ( ),75.52,21306,,1,1,0,1,0,1,0,0,0,0,2025-10-26T19:00:51.847109,https://steamdb.info/app/307950/charts/
UBOAT,494840,Game,Deep Water Studio,PlayWay S.A.,Windows,Unity Engine,30767195,25 August 2025 – 11:08:11 UTC ( ),2 August 2024 – 15:09:53 UTC ( ),84.61,24512,,0,0,0,0,1,1,0,0,0,0,2025-10-26T19:02:17.353006,https://steamdb.info/app/494840/charts/
Will To Live Online,707010,Game,AlphaSoft LLC,AlphaSoft LLC,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31884593,24 October 2025 – 14:46:11 UTC ( ),5 April 2018 – 13:04:00 UTC ( ),69.61,17815,,1,0,1,1,0,1,0,0,0,0,2025-10-26T19:03:39.932986,https://steamdb.info/app/707010/charts/
Idling to Rule the Gods,466170,Game,Shugasu GmbH,Shugasu GmbH,Windows macOS Linux,Unity Engine,31730207,17 October 2025 – 15:22:51 UTC ( ),27 May 2016 – 17:59:35 UTC ( ),85.48,1984,,0,1,0,1,0,0,0,0,0,0,2025-10-26T19:04:50.973660,https://steamdb.info/app/466170/charts/
ARMORED CORE™ VI FIRES OF RUBICON™,1888160,Game,"FromSoftware, Inc.","FromSoftware, Inc. , Bandai Namco Entertainment Inc.",Windows,"EasyAntiCheat AntiCheat , EpicOnlineServices SDK",29291049,30 May 2025 – 18:45:40 UTC ( ),24 August 2023 – 22:00:00 UTC ( ),91.52,79721,,1,1,0,0,0,0,0,0,0,0,2025-10-26T19:06:35.567755,https://steamdb.info/app/1888160/charts/
Dungeon Crusher: Soul Hunters,842980,Game,Towards Mars Limited,Towards Mars Limited,Windows macOS,Unity Engine,31837757,22 October 2025 – 13:16:20 UTC ( ),30 October 2024 – 08:18:39 UTC ( ),69.6,329,,1,0,0,1,0,0,1,0,0,0,2025-10-26T19:07:25.707823,https://steamdb.info/app/842980/charts/
Going Medieval,1029780,Game,Foxy Voxel,Mythwright,Windows,Unity Engine,31722711,17 October 2025 – 08:28:13 UTC ( ),1 June 2021 – 14:59:04 UTC ( ),89.74,19143,,0,0,0,0,1,1,0,0,0,0,2025-10-26T19:08:10.549410,https://steamdb.info/app/1029780/charts/
Leaf Blower Revolution - Idle Game,1468260,Game,Humble North,Humble North,Windows,GameMaker Engine,31276227,24 September 2025 – 03:16:54 UTC ( ),4 December 2020 – 08:33:15 UTC ( ),94.26,25846,,0,1,0,1,0,0,0,1,0,0,2025-10-26T19:09:50.497659,https://steamdb.info/app/1468260/charts/
Madoka Magica Magia Exedra,2987800,Game,"WFS, Inc. , f4samurai, Inc.",Aniplex Inc.,Windows,Unity Engine,31871967,24 October 2025 – 00:59:21 UTC ( ),16 July 2025 – 17:00:58 UTC ( ),62.55,777,,1,0,0,1,0,0,1,0,0,0,2025-10-26T19:11:25.275867,https://steamdb.info/app/2987800/charts/
Batman™: Arkham Origins,209000,Game,"WB Games Montreal , Splash Damage",Warner Bros. Interactive Entertainment,Windows,Unreal Engine,28970158,13 May 2025 – 23:37:41 UTC ( ),25 October 2013 – 17:00:00 UTC ( ),89.56,59902,,0,1,0,0,0,0,0,0,0,0,2025-10-26T19:12:05.096050,https://steamdb.info/app/209000/charts/
Train Sim World® 6,3656800,Game,Dovetail Games,Dovetail Games - TSW,Windows,Unreal Engine,31909435,26 October 2025 – 14:08:42 UTC ( ),30 September 2025 – 17:00:17 UTC ( ),64.25,965,,0,0,0,0,0,1,0,0,0,0,2025-10-26T19:13:30.396179,https://steamdb.info/app/3656800/charts/
Drive Beyond Horizons,2625420,Game,Drive Beyond Horizons,"Tacty Studio , Santor Games",Windows,Unreal Engine,31904215,26 October 2025 – 00:01:32 UTC ( ),24 March 2025 – 17:03:00 UTC ( ),75.5,12582,,1,0,0,0,0,1,0,0,0,0,2025-10-26T19:14:17.225295,https://steamdb.info/app/2625420/charts/
The Outer Worlds,578650,Game,Obsidian Entertainment,Private Division,Windows,"Unreal Engine , EpicOnlineServices SDK",30973116,6 September 2025 – 04:06:02 UTC ( ),23 October 2020 – 14:00:00 UTC ( ),82.83,27050,,0,1,0,0,0,0,0,0,0,1,2025-10-26T19:14:50.907604,https://steamdb.info/app/578650/charts/
Mad Island,2739590,Game,EmadePlus,EmadePlus,Windows,Unity Engine,31906236,26 October 2025 – 06:36:05 UTC ( ),23 May 2024 – 15:02:33 UTC ( ),90.85,3816,,0,0,0,0,0,0,0,0,0,0,2025-10-26T19:15:50.319746,https://steamdb.info/app/2739590/charts/
Watch_Dogs 2,447040,Game,Ubisoft,Ubisoft,,"EasyAntiCheat AntiCheat , Ubisoft Launcher",30308110,29 July 2025 – 13:56:37 UTC ( ),29 November 2016 – 05:00:00 UTC ( ),82.61,86536,,1,0,0,1,0,1,0,0,0,0,2025-10-26T19:18:00.617790,https://steamdb.info/app/447040/charts/
Star Trek Online,9900,Game,Cryptic Studios,Arc Games,Windows,EpicOnlineServices SDK,31267162,23 September 2025 – 16:15:24 UTC ( ),31 January 2012 – 21:08:00 UTC ( ),79.18,20444,,1,0,0,1,0,1,0,0,0,0,2025-10-26T19:19:15.587420,https://steamdb.info/app/9900/charts/
For The King II,1676840,Game,IronOak Games,Curve Games,Windows,Unity Engine,31904312,26 October 2025 – 00:17:49 UTC ( ),2 November 2023 – 17:00:00 UTC ( ),69.66,13750,,1,1,0,0,0,1,0,0,0,0,2025-10-26T19:20:58.444516,https://steamdb.info/app/1676840/charts/
FTL: Faster Than Light,212680,Game,Subset Games,Subset Games,Windows macOS Linux,,29631592,18 June 2025 – 15:11:24 UTC ( ),14 September 2012 – 17:00:00 UTC ( ),95.21,76380,,0,1,0,0,0,1,0,0,1,1,2025-10-26T19:22:53.330653,https://steamdb.info/app/212680/charts/
Titan Quest Anniversary Edition,475150,Game,"Iron Lore Entertainment , THQ Nordic",THQ Nordic,Windows,EpicOnlineServices SDK,30408417,4 August 2025 – 14:14:27 UTC ( ),31 August 2016 – 16:44:00 UTC ( ),90.58,36575,,1,1,0,0,1,1,0,0,0,0,2025-10-26T19:23:51.519473,https://steamdb.info/app/475150/charts/
Gray Zone Warfare,2479810,Game,"MADFINGER Games, a.s.","MADFINGER Games, a.s.",Windows,"AnyBrain AntiCheat , EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31885278,24 October 2025 – 15:19:50 UTC ( ),30 April 2024 – 09:38:00 UTC ( ),68.59,63059,,1,0,0,0,0,1,0,0,0,0,2025-10-26T19:25:21.137437,https://steamdb.info/app/2479810/charts/
Town To City,3115220,Game,Galaxy Grove,Kwalee,Windows,"Unreal Engine , EpicOnlineServices SDK",31878124,24 October 2025 – 09:00:04 UTC ( ),16 September 2025 – 15:45:29 UTC ( ),98.12,2764,,0,0,0,0,0,1,0,0,0,0,2025-10-26T19:27:11.136082,https://steamdb.info/app/3115220/charts/
プロ野球スピリッツ2024-2025,2051010,Game,KONAMI,KONAMI,Windows,Unreal Engine,31876507,24 October 2025 – 07:16:46 UTC ( ),16 October 2024 – 15:02:00 UTC ( ),71.17,1148,,1,0,0,1,0,0,0,0,0,0,2025-10-26T19:28:53.961751,https://steamdb.info/app/2051010/charts/
Starbound,211820,Game,Chucklefish,Chucklefish,Windows macOS Linux,,30229924,24 July 2025 – 15:13:13 UTC ( ),22 July 2016 – 16:32:00 UTC ( ),92.19,165251,,1,1,0,0,1,1,0,0,0,0,2025-10-26T19:29:39.574905,https://steamdb.info/app/211820/charts/
Crab Game,1782210,Game,Dani,Dani,Windows macOS Linux,Unity Engine,30956615,5 September 2025 – 07:14:33 UTC ( ),29 October 2021 – 12:29:16 UTC ( ),91.46,152227,,1,0,0,0,0,0,0,0,0,0,2025-10-26T19:31:10.672360,https://steamdb.info/app/1782210/charts/
DCS World Steam Edition,223750,Game,Eagle Dynamics SA,Eagle Dynamics SA,Windows,,31902337,25 October 2025 – 19:47:47 UTC ( ),2 August 2013 – 20:51:00 UTC ( ),85.02,38375,,1,0,0,0,0,1,0,0,0,0,2025-10-26T19:31:56.262993,https://steamdb.info/app/223750/charts/
Sword of Convallaria,2526380,Game,XD,XD,Windows,Unity Engine,31316168,25 September 2025 – 22:08:42 UTC ( ),31 July 2024 – 23:45:04 UTC ( ),74.56,4225,,0,0,0,1,0,0,0,0,0,0,2025-10-26T19:33:41.005233,https://steamdb.info/app/2526380/charts/
Antimatter Dimensions,1399720,Game,"Hevipelle , Omsi , Razenpok , Spectralflame , WaitingIdly","Hevipelle , Makopaz",Windows macOS,Electron Container,28986814,14 May 2025 – 17:53:10 UTC ( ),17 December 2022 – 16:00:59 UTC ( ),92.19,3981,,0,0,0,1,0,0,0,0,0,0,2025-10-26T19:35:29.397671,https://steamdb.info/app/1399720/charts/
SUPER ROBOT WARS Y,1909950,Game,Bandai Namco Forge Digitals Inc.,Bandai Namco Entertainment Inc.,Windows,Unity Engine,31879785,24 October 2025 – 10:21:24 UTC ( ),27 August 2025 – 22:00:18 UTC ( ),83.47,2045,,0,0,0,1,0,0,0,0,0,0,2025-10-26T19:36:24.388199,https://steamdb.info/app/1909950/charts/
GODBREAKERS,2687400,Game,To The Sky,Thunderful Publishing,Windows,"Unreal Engine , EpicOnlineServices SDK",31910143,26 October 2025 – 15:22:33 UTC ( ),23 October 2025 – 13:56:59 UTC ( ),79.22,255,,1,0,0,0,0,1,0,0,0,0,2025-10-26T19:37:07.932610,https://steamdb.info/app/2687400/charts/
WARNO,1611600,Game,Eugen Systems,Eugen Systems,Windows,IRISZOOM Engine,31857684,23 October 2025 – 11:19:41 UTC ( ),23 May 2024 – 07:15:00 UTC ( ),80.41,13804,,1,0,0,0,0,1,0,0,0,0,2025-10-26T19:38:39.102575,https://steamdb.info/app/1611600/charts/
Little Witch in the Woods,1594940,Game,SUNNY SIDE UP,SUNNY SIDE UP,Windows macOS,Unity Engine,31858900,23 October 2025 – 12:29:43 UTC ( ),15 September 2025 – 03:30:52 UTC ( ),88.28,10322,,0,0,0,0,0,0,0,1,0,0,2025-10-26T19:39:38.066828,https://steamdb.info/app/1594940/charts/
Granado Espada,663090,Game,"IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",Windows,,31829953,22 October 2025 – 05:14:36 UTC ( ),16 October 2017 – 06:34:00 UTC ( ),64.17,1320,,1,1,0,1,0,1,0,0,0,0,2025-10-26T19:41:17.447228,https://steamdb.info/app/663090/charts/
Resident Evil 7 Biohazard,418370,Game,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Windows,RE_Engine Engine,31892641,24 October 2025 – 23:20:03 UTC ( ),26 January 2017 – 00:01:00 UTC ( ),95.31,105679,,0,1,0,0,0,1,0,0,0,0,2025-10-26T19:43:16.391968,https://steamdb.info/app/418370/charts/
Subnautica: Below Zero,848450,Game,Unknown Worlds Entertainment,Unknown Worlds Entertainment,Windows macOS,Unity Engine,31603841,10 October 2025 – 20:40:57 UTC ( ),14 May 2021 – 04:08:10 UTC ( ),90.35,99451,,0,1,0,0,0,1,0,0,0,0,2025-10-26T19:44:42.608239,https://steamdb.info/app/848450/charts/
Jump Space,1757300,Game,Keepsake Games,Keepsake Games,Windows,"Unity Engine , EpicOnlineServices SDK",31883986,24 October 2025 – 14:14:56 UTC ( ),19 September 2025 – 14:00:21 UTC ( ),87.65,6504,,1,0,0,0,0,1,0,0,0,0,2025-10-26T19:45:17.714791,https://steamdb.info/app/1757300/charts/
