title,app_id,app_type,developer,publisher,platforms,technologies,last_changenumber,last_record_update,release_date,positive_reviews_per,total_reviews,player_count_now,multiplayer,steam_trading_cards,valve_anti_cheat,in_app_purchases,steam_workshop,cloud_gaming,cross_platform_multiplayer,stats,remote_play_on_phone,remote_play_on_tablet,sys_date,href
Car Mechanic Simulator 2021,1190000,Game,Red Dot Games,PlayWay S.A.,Windows,Unity Engine,31860080,23 October 2025 – 13:27:44 UTC ( ),11 August 2021 – 13:00:00 UTC ( ),95.87,32280,2343,0,1,0,0,1,1,0,1,0,0,2025-10-26T09:15:22.739442,https://steamdb.info/app/1190000/charts/
Total War: SHOGUN 2,34330,Game,The Creative Assembly,,Windows macOS Linux,,31861718,23 October 2025 – 14:52:54 UTC ( ),,,,2576,0,0,0,0,0,0,0,0,0,0,2025-10-26T09:16:08.804690,https://steamdb.info/app/34330/charts/
Pummel Party,880940,Game,Rebuilt Games,Rebuilt Games,Windows,Unity Engine,31626069,12 October 2025 – 19:15:18 UTC ( ),20 September 2018 – 16:02:00 UTC ( ),88.75,55073,,1,0,0,0,1,0,0,0,0,0,2025-10-26T09:18:11.440543,https://steamdb.info/app/880940/charts/
Strinova,1282270,Game,iDreamSky,iDreamSky,Windows,"AntiCheatExpert AntiCheat , Unreal Engine , EpicOnlineServices SDK",31852058,23 October 2025 – 04:57:52 UTC ( ),21 November 2024 – 23:34:01 UTC ( ),74.58,26933,,1,0,0,1,0,1,1,0,0,0,2025-10-26T09:19:39.171197,https://steamdb.info/app/1282270/charts/
God of War,1593500,Game,"Santa Monica Studio , Jetpack Interactive",PlayStation Publishing LLC,Windows,,30033972,13 July 2025 – 08:12:29 UTC ( ),14 January 2022 – 15:59:00 UTC ( ),95.96,164640,,0,0,0,0,0,1,0,0,0,0,2025-10-26T09:20:55.920351,https://steamdb.info/app/1593500/charts/
FragPunk,2943650,Game,Bad Guitar Studio,Bad Guitar Studio,Windows,Unreal Engine,31881726,24 October 2025 – 12:14:46 UTC ( ),6 March 2025 – 23:32:01 UTC ( ),73.57,44440,,1,0,0,0,0,1,0,0,0,0,2025-10-26T09:23:08.815034,https://steamdb.info/app/2943650/charts/
Plants vs. Zombies™: Replanted,3654560,Game,"PopCap Games , The Lost Pixels",Electronic Arts,Windows,Unity Engine,31906431,26 October 2025 – 07:19:13 UTC ( ),23 October 2025 – 15:58:39 UTC ( ),50.14,2222,,1,0,0,0,0,0,0,0,0,0,2025-10-26T09:25:00.293997,https://steamdb.info/app/3654560/charts/
DARK SOULS™: REMASTERED,570940,Game,"QLOC , FromSoftware, Inc.","FromSoftware, Inc. , Bandai Namco Entertainment",Windows,,29857223,2 July 2025 – 09:07:26 UTC ( ),23 May 2018 – 22:53:00 UTC ( ),92.27,137168,,1,0,0,0,0,0,0,0,1,1,2025-10-26T09:26:12.569204,https://steamdb.info/app/570940/charts/
Call of Duty®: Modern Warfare® II,3595230,Game,"Infinity Ward , Raven Software , Beenox , Treyarch , High Moon Studios , Sledgehammer Games , Demonware , Toys for Bob",Activision,Windows,"Ricochet AntiCheat , IW_Engine Engine",31706842,16 October 2025 – 13:59:47 UTC ( ),23 October 2022 – 04:00:00 UTC ( ),32.53,10265,,1,0,0,1,0,1,1,0,0,0,2025-10-26T09:27:58.575081,https://steamdb.info/app/3595230/charts/
Cell to Singularity - Evolution Never Ends,977400,Game,Computer Lunch,Computer Lunch,Windows macOS,Unity Engine,31905564,26 October 2025 – 04:11:04 UTC ( ),3 November 2021 – 21:03:50 UTC ( ),89.71,24686,,0,0,0,1,0,0,0,0,0,0,2025-10-26T09:28:49.144859,https://steamdb.info/app/977400/charts/
小黑盒加速器,1447430,Application,Qing Feng Beijing Technology,Qing Feng Beijing Technology,Windows,,31011579,9 September 2025 – 07:43:40 UTC ( ),25 May 2021 – 01:56:06 UTC ( ),80.03,9306,,0,0,0,0,0,0,0,0,0,0,2025-10-26T09:30:43.759451,https://steamdb.info/app/1447430/charts/
Grim Dawn,219990,Game,Crate Entertainment,Crate Entertainment,Windows,,31609607,11 October 2025 – 07:15:30 UTC ( ),25 February 2016 – 18:00:00 UTC ( ),93.74,102044,,1,1,0,0,0,1,0,0,0,0,2025-10-26T09:31:18.994599,https://steamdb.info/app/219990/charts/
Kerbal Space Program,220200,Game,Squad,Private Division,Windows macOS Linux,Unity Engine,31465852,3 October 2025 – 15:37:21 UTC ( ),27 April 2015 – 17:05:00 UTC ( ),95.19,130224,,0,1,0,0,1,0,0,0,0,0,2025-10-26T09:32:14.413925,https://steamdb.info/app/220200/charts/
Captain of Industry,1594320,Game,MaFi Games,MaFi Games,Windows,Unity Engine,31523918,7 October 2025 – 10:12:51 UTC ( ),31 May 2022 – 13:01:20 UTC ( ),94.27,8530,,0,0,0,0,0,1,0,0,0,0,2025-10-26T09:33:51.473057,https://steamdb.info/app/1594320/charts/
VEIN,1857950,Game,Ramjet Studios,Ramjet Studios,Windows Linux,Unreal Engine,31905032,26 October 2025 – 02:26:14 UTC ( ),24 October 2025 – 15:00:53 UTC ( ),90.15,477,,1,0,0,0,0,1,0,0,0,0,2025-10-26T09:36:14.792456,https://steamdb.info/app/1857950/charts/
Absolum,1904480,Game,"Dotemu , Guard Crush Games , Supamonks","Dotemu , Gamirror Games",Windows,"XNA Engine , EpicOnlineServices SDK",31906933,26 October 2025 – 08:49:28 UTC ( ),9 October 2025 – 12:51:55 UTC ( ),93.05,3511,,1,0,0,0,0,0,0,0,0,0,2025-10-26T09:37:34.279169,https://steamdb.info/app/1904480/charts/
Ghost Recon Breakpoint,2231380,Game,Ubisoft Paris,Ubisoft,Windows,"UbisoftAnvil Engine , Ubisoft Launcher",31751260,19 October 2025 – 09:52:58 UTC ( ),23 January 2023 – 18:00:00 UTC ( ),73.33,36375,,1,0,0,0,0,1,0,0,0,0,2025-10-26T09:38:53.361958,https://steamdb.info/app/2231380/charts/
SurrounDead,1645820,Game,Zurvivor,PlaySurrounDead,Windows,Unreal Engine,31806510,21 October 2025 – 01:53:16 UTC ( ),24 June 2022 – 16:02:59 UTC ( ),92.05,17205,,0,1,0,0,0,0,0,0,0,0,2025-10-26T09:40:03.829774,https://steamdb.info/app/1645820/charts/
Pathfinder: Wrath of the Righteous - Enhanced Edition,1184370,Game,Owlcat Games,"META Publishing , Owlcat Games",Windows macOS,"Unity Engine , EpicOnlineServices SDK",31824841,21 October 2025 – 21:53:33 UTC ( ),2 September 2021 – 16:00:00 UTC ( ),83.86,40208,,0,1,0,0,0,1,0,0,0,0,2025-10-26T09:40:44.776645,https://steamdb.info/app/1184370/charts/
Mecha BREAK,2452280,Game,Amazing Seasun Games,Amazing Seasun Games,Windows,"AntiCheatExpert AntiCheat , Unity Engine",31862291,23 October 2025 – 15:20:01 UTC ( ),2 July 2025 – 03:30:20 UTC ( ),59.5,25612,,1,0,0,1,0,1,0,1,0,0,2025-10-26T09:42:56.320454,https://steamdb.info/app/2452280/charts/
Mortal Kombat 11,976310,Game,"NetherRealm Studios , QLOC , Shiver","Warner Bros. Games , Warner Bros. Interactive Entertainment",Windows,,31637522,13 October 2025 – 11:15:51 UTC ( ),23 April 2019 – 17:00:00 UTC ( ),88.02,109786,,1,1,0,1,0,0,0,0,0,0,2025-10-26T09:45:05.002929,https://steamdb.info/app/976310/charts/
World of Sea Battle,2948190,Game,Thera Interactive,Thera Interactive,Windows,XNA Engine,31904657,26 October 2025 – 01:27:10 UTC ( ),21 October 2025 – 15:00:00 UTC ( ),70.97,596,,1,0,0,1,0,0,0,0,0,0,2025-10-26T09:46:44.616571,https://steamdb.info/app/2948190/charts/
Persona5: The Phantom X,3061570,Game,"ATLUS , SEGA , Perfect World",SEGA,Windows,Unity Engine,31736360,17 October 2025 – 21:53:29 UTC ( ),26 June 2025 – 02:30:47 UTC ( ),47.53,11385,,1,0,0,1,0,0,1,0,0,0,2025-10-26T09:48:54.567436,https://steamdb.info/app/3061570/charts/
DDNet,412220,Game,DDNet Team,DDNet Team,Windows macOS Linux,,31903406,25 October 2025 – 22:19:04 UTC ( ),17 August 2020 – 08:53:17 UTC ( ),88.72,40231,,1,0,0,0,0,0,1,0,0,0,2025-10-26T09:49:51.960659,https://steamdb.info/app/412220/charts/
Marathon Closed Technical Test,3547690,Beta,,,Windows,BattlEye AntiCheat,31903477,25 October 2025 – 22:26:34 UTC ( ),18 April 2025 – 20:17:34 UTC ( ),,,1120,0,0,0,0,0,0,0,0,0,0,2025-10-26T09:51:59.853524,https://steamdb.info/app/3547690/charts/
The Crew 2,646910,Game,Ivory Tower,Ubisoft,Windows,"BattlEye AntiCheat , Ubisoft Launcher",31700690,16 October 2025 – 08:11:09 UTC ( ),29 June 2018 – 04:00:00 UTC ( ),77.49,96219,,1,0,0,1,0,1,0,0,0,0,2025-10-26T09:53:26.702668,https://steamdb.info/app/646910/charts/
They Are Billions,644930,Game,Numantian Games,Numantian Games,Windows,,30631700,17 August 2025 – 00:19:35 UTC ( ),18 June 2019 – 16:24:00 UTC ( ),85.12,49729,,0,1,0,0,1,1,0,1,0,0,2025-10-26T09:54:54.763403,https://steamdb.info/app/644930/charts/
Assassin's Creed Valhalla,2208920,Game,Ubisoft Montreal,Ubisoft,Windows,"UbisoftAnvil Engine , Ubisoft Launcher",31512078,6 October 2025 – 19:03:55 UTC ( ),6 December 2022 – 18:00:00 UTC ( ),69.63,33682,,0,0,0,1,0,1,0,0,0,0,2025-10-26T09:56:14.007393,https://steamdb.info/app/2208920/charts/
PowerWash Simulator,1290000,Game,FuturLab,Square Enix,Windows,Unity Engine,31754690,19 October 2025 – 17:53:20 UTC ( ),14 July 2022 – 16:03:28 UTC ( ),96.51,55556,,1,1,0,0,0,1,0,0,0,0,2025-10-26T09:57:19.738510,https://steamdb.info/app/1290000/charts/
Sonic Racing: CrossWorlds,2486820,Game,Sonic Team,SEGA,Windows,"Unreal Engine , EpicOnlineServices SDK",31877235,24 October 2025 – 08:04:16 UTC ( ),25 September 2025 – 16:00:31 UTC ( ),95.36,9387,,1,1,0,0,0,0,1,0,0,0,2025-10-26T09:58:25.328108,https://steamdb.info/app/2486820/charts/
MX Bikes,655500,Game,PiBoSo,PiBoSo,Windows,,31801299,20 October 2025 – 19:13:35 UTC ( ),7 October 2019 – 20:05:03 UTC ( ),94.23,30777,,1,0,0,0,0,0,0,0,0,0,2025-10-26T09:59:14.607824,https://steamdb.info/app/655500/charts/
Last Epoch,899770,Game,Eleventh Hour Games,Eleventh Hour Games,Windows,Unity Engine,31715231,16 October 2025 – 21:52:56 UTC ( ),21 February 2024 – 17:00:00 UTC ( ),79.38,113982,,1,0,0,1,0,1,0,0,0,0,2025-10-26T10:00:04.715542,https://steamdb.info/app/899770/charts/
Lust Goddess,2808930,Game,Pochemu LTD,Pochemu LTD,Windows macOS,Unity Engine,31880289,24 October 2025 – 10:49:58 UTC ( ),21 February 2024 – 10:59:00 UTC ( ),55.43,11154,,1,0,0,1,0,0,0,0,0,0,2025-10-26T10:01:42.269136,https://steamdb.info/app/2808930/charts/
Infinity Nikki,3164330,Game,Infold Games,Infold Games,Windows,"AntiCheatExpert AntiCheat , Unreal Engine , EpicOnlineServices SDK",31828530,22 October 2025 – 03:02:37 UTC ( ),28 April 2025 – 18:03:30 UTC ( ),44.67,7455,,1,0,0,1,0,0,1,0,0,0,2025-10-26T10:02:27.420318,https://steamdb.info/app/3164330/charts/
Mortal Kombat 1,1971870,Game,"NetherRealm Studios , QLOC",Warner Bros. Games,Windows,Unreal Engine,31800080,20 October 2025 – 17:53:04 UTC ( ),19 September 2023 – 16:58:00 UTC ( ),70.31,40107,,1,1,0,1,0,0,0,0,0,0,2025-10-26T10:03:35.298134,https://steamdb.info/app/1971870/charts/
PICO PARK:Classic Edition,461040,Game,TECOPARK,TECOPARK,Windows,,31906436,26 October 2025 – 07:19:25 UTC ( ),27 April 2016 – 17:57:00 UTC ( ),75.4,2289,,1,1,0,0,0,0,0,0,0,0,2025-10-26T10:05:47.148324,https://steamdb.info/app/461040/charts/
少女前线,3347970,Game,"Sunborn Network Technology Co., Ltd.",Darkwinter Software Limited,Windows,Unity Engine,31899967,25 October 2025 – 15:19:19 UTC ( ),10 June 2025 – 04:04:21 UTC ( ),57.34,5712,,0,0,0,1,0,0,0,0,0,0,2025-10-26T10:07:26.419234,https://steamdb.info/app/3347970/charts/
Waterpark Simulator,3293260,Game,CayPlay,CayPlay,Windows,Unity Engine,31879886,24 October 2025 – 10:25:16 UTC ( ),22 August 2025 – 17:00:00 UTC ( ),95.14,5202,,0,0,0,0,0,0,0,0,0,0,2025-10-26T10:09:38.207158,https://steamdb.info/app/3293260/charts/
Dead Cells,588650,Game,Motion Twin,Motion Twin,Windows macOS Linux,"HashLink Engine , Heaps Engine",31832891,22 October 2025 – 08:51:10 UTC ( ),6 August 2018 – 21:56:00 UTC ( ),97.06,173718,,0,1,0,0,1,1,0,0,1,1,2025-10-26T10:11:13.216510,https://steamdb.info/app/588650/charts/
Total War: ATTILA,325610,Game,CREATIVE ASSEMBLY,SEGA,Windows macOS Linux,Warscape Engine,31859613,23 October 2025 – 13:02:29 UTC ( ),17 February 2015 – 08:00:00 UTC ( ),82.07,35888,,1,1,0,0,0,1,0,0,0,0,2025-10-26T10:12:59.766245,https://steamdb.info/app/325610/charts/
EA SPORTS™ Madden NFL 26,3230400,Game,Tiburon,Electronic Arts,Windows,"EA_AntiCheat AntiCheat , TheiaAntiTamper AntiCheat , Frostbite Engine , EA_App Launcher",31904356,26 October 2025 – 00:26:29 UTC ( ),14 August 2025 – 16:00:07 UTC ( ),43.01,1816,,1,0,0,1,0,0,0,0,0,0,2025-10-26T10:14:44.521976,https://steamdb.info/app/3230400/charts/
Far Cry 5,552520,Game,"Ubisoft Montreal , Red Storm , Ubisoft Shanghai , Ubisoft Toronto , Ubisoft Kiev",Ubisoft,Windows,Ubisoft Launcher,31793731,20 October 2025 – 13:53:03 UTC ( ),27 March 2018 – 04:00:00 UTC ( ),80.92,178105,,1,1,0,1,0,1,0,0,0,0,2025-10-26T10:15:22.612672,https://steamdb.info/app/552520/charts/
ULTRAKILL,1229490,Game,"Arsi ""Hakita"" Patala",New Blood Interactive,Windows,Unity Engine,31653654,14 October 2025 – 03:15:11 UTC ( ),3 September 2020 – 16:52:00 UTC ( ),97.62,188830,,0,0,0,0,0,1,0,0,0,0,2025-10-26T10:16:30.864829,https://steamdb.info/app/1229490/charts/
Idle Champions of the Forgotten Realms,627690,Game,Codename Entertainment Inc.,Codename Entertainment Inc.,Windows macOS,"Unity Engine , EpicOnlineServices SDK",31906431,26 October 2025 – 07:19:13 UTC ( ),25 March 2020 – 15:57:00 UTC ( ),77.33,14718,,0,1,0,1,0,1,0,0,0,1,2025-10-26T10:18:34.067564,https://steamdb.info/app/627690/charts/
Frostpunk,323190,Game,11 bit studios,11 bit studios,Windows macOS,Liquid Engine,31762967,20 October 2025 – 09:42:36 UTC ( ),24 April 2018 – 13:02:00 UTC ( ),92.61,127268,,0,1,0,0,0,1,0,0,1,1,2025-10-26T10:20:21.247877,https://steamdb.info/app/323190/charts/
Grand Theft Auto IV: The Complete Edition,12210,Game,"Rockstar North , Rockstar Toronto",Rockstar Games,,"RAGE Engine , Rockstar Launcher",31551452,8 October 2025 – 14:41:22 UTC ( ),2 December 2008 – 18:00:00 UTC ( ),82.68,182622,,1,0,0,0,0,0,0,0,1,1,2025-10-26T10:21:17.672388,https://steamdb.info/app/12210/charts/
SILENT HILL f,2947440,Game,NeoBards Entertainment Ltd.,KONAMI,Windows,"Unreal Engine , EpicOnlineServices SDK",31862283,23 October 2025 – 15:19:45 UTC ( ),25 September 2025 – 04:00:25 UTC ( ),79.08,16214,,0,0,0,0,0,0,0,0,0,0,2025-10-26T10:23:05.578726,https://steamdb.info/app/2947440/charts/
Back 4 Blood,924970,Game,Turtle Rock Studios,Warner Bros. Games,Windows,"EasyAntiCheat AntiCheat , Unreal Engine , EpicOnlineServices SDK",31707599,16 October 2025 – 14:35:21 UTC ( ),12 October 2021 – 17:00:00 UTC ( ),68.69,70328,,1,0,0,0,0,0,0,0,0,0,2025-10-26T10:23:40.794331,https://steamdb.info/app/924970/charts/
RoadCraft,2104890,Game,Saber Interactive,Focus Entertainment,Windows,EpicOnlineServices SDK,31902378,25 October 2025 – 19:54:31 UTC ( ),20 May 2025 – 14:51:00 UTC ( ),73.63,12137,,1,1,0,0,0,1,0,0,0,0,2025-10-26T10:25:24.531156,https://steamdb.info/app/2104890/charts/
WorldBox - God Simulator,1206560,Game,Maxim Karpenko,Maxim Karpenko,Windows macOS Linux,Unity Engine,31343674,27 September 2025 – 10:27:41 UTC ( ),2 December 2021 – 17:34:21 UTC ( ),95.05,48384,,0,0,0,0,1,0,0,0,0,0,2025-10-26T10:26:05.350076,https://steamdb.info/app/1206560/charts/
XSOverlay,1173510,Application,Xiexe,Xiexe,Windows,Unity Engine,31512963,6 October 2025 – 19:55:33 UTC ( ),3 March 2020 – 17:01:30 UTC ( ),85.36,1510,,0,0,0,0,0,0,0,0,0,0,2025-10-26T10:27:02.838065,https://steamdb.info/app/1173510/charts/
Persona 3 Reload,2161700,Game,ATLUS,SEGA,Windows,Unreal Engine,31839926,22 October 2025 – 15:07:09 UTC ( ),2 February 2024 – 05:00:00 UTC ( ),94.27,48191,,0,1,0,0,0,0,0,0,0,0,2025-10-26T10:27:43.754928,https://steamdb.info/app/2161700/charts/
Chained Together,2567870,Game,Anegar Games,Anegar Games,Windows,Unreal Engine,31896362,25 October 2025 – 07:19:21 UTC ( ),19 June 2024 – 15:43:52 UTC ( ),90.43,56466,,1,0,0,0,0,0,0,0,0,0,2025-10-26T10:29:51.368116,https://steamdb.info/app/2567870/charts/
RuneScape,1343400,Game,Jagex Ltd,Jagex Ltd,Windows macOS,,31660546,14 October 2025 – 11:15:47 UTC ( ),14 October 2020 – 14:55:00 UTC ( ),82.31,25954,,1,0,0,1,0,1,1,0,0,0,2025-10-26T10:30:43.520860,https://steamdb.info/app/1343400/charts/
"No, I'm not a Human",3180070,Game,Trioskaz,CRITICAL REFLEX,Windows,Unity Engine,31903981,25 October 2025 – 23:24:28 UTC ( ),15 September 2025 – 16:59:52 UTC ( ),88.99,12305,,0,0,0,0,0,0,0,1,0,0,2025-10-26T10:32:03.920537,https://steamdb.info/app/3180070/charts/
Soulmask,2646460,Game,CampFire Studio,Qooland Games,Windows,"Unreal Engine , EpicOnlineServices SDK",31828809,22 October 2025 – 03:25:56 UTC ( ),31 May 2024 – 06:54:00 UTC ( ),80.52,16421,,1,0,0,0,1,1,0,0,0,0,2025-10-26T10:34:08.407936,https://steamdb.info/app/2646460/charts/
Rise of the Tomb Raider,391220,Game,"Crystal Dynamics , Eidos-Montréal , Feral Interactive (Mac) , Feral Interactive (Linux) , Nixxes","Crystal Dynamics , Feral Interactive (Mac) , Feral Interactive (Linux)",Windows macOS Linux,EpicOnlineServices SDK,31514197,6 October 2025 – 21:12:38 UTC ( ),28 January 2016 – 17:00:00 UTC ( ),94.07,142051,,0,1,0,0,0,1,0,0,0,0,2025-10-26T10:35:18.095534,https://steamdb.info/app/391220/charts/
Dinkum,1062520,Game,James Bendon,"KRAFTON, Inc.",Windows,Unity Engine,31872087,24 October 2025 – 01:08:42 UTC ( ),23 April 2025 – 02:00:47 UTC ( ),91.8,26092,,1,0,0,0,0,1,0,0,0,0,2025-10-26T10:35:55.489531,https://steamdb.info/app/1062520/charts/
Astral Party,2622000,Game,STAR ENGINE PROJECT,Neverland Entertainment,Windows,Unity Engine,31650834,13 October 2025 – 23:15:43 UTC ( ),29 February 2024 – 01:05:25 UTC ( ),56.3,18161,,1,0,0,1,0,0,0,0,0,0,2025-10-26T10:36:55.190448,https://steamdb.info/app/2622000/charts/
KARDS - The WWII Card Game,544810,Game,1939 Games,1939 Games,Windows,"Unreal Engine , EpicOnlineServices SDK",31886318,24 October 2025 – 16:09:46 UTC ( ),15 April 2020 – 09:04:00 UTC ( ),70.77,43427,,1,0,0,1,0,0,0,0,0,1,2025-10-26T10:38:40.043381,https://steamdb.info/app/544810/charts/
The Last of Us™ Part II Remastered,2531310,Game,"Naughty Dog LLC , Nixxes Software , Iron Galaxy Studios",PlayStation Publishing LLC,Windows,,31343982,27 September 2025 – 11:08:02 UTC ( ),3 April 2025 – 16:58:00 UTC ( ),90.6,35237,,0,0,0,0,0,0,0,0,0,0,2025-10-26T10:40:35.607107,https://steamdb.info/app/2531310/charts/
GrandChase,985810,Game,KOG,KOG,Windows,EpicOnlineServices SDK,31875779,24 October 2025 – 06:25:07 UTC ( ),28 July 2021 – 02:26:53 UTC ( ),64.2,24866,,1,0,0,1,0,0,0,0,0,0,2025-10-26T10:42:31.134475,https://steamdb.info/app/985810/charts/
KovaaK's,824270,Game,KovaaK Games,KovaaK Games,Windows,Unreal Engine,31829221,22 October 2025 – 04:04:02 UTC ( ),3 April 2018 – 09:49:00 UTC ( ),92.93,36962,,0,0,0,0,1,1,0,1,0,0,2025-10-26T10:44:25.459166,https://steamdb.info/app/824270/charts/
Horizon Forbidden West™ Complete Edition,2420110,Game,"Guerrilla , Nixxes Software",PlayStation Publishing LLC,Windows,,31669447,14 October 2025 – 19:15:47 UTC ( ),21 March 2024 – 14:56:00 UTC ( ),88.85,25264,,0,0,0,0,0,0,0,0,0,0,2025-10-26T10:46:29.178700,https://steamdb.info/app/2420110/charts/
SAO Utils 2: Progressive,877280,Application,Joshua Chen,Studio GPBeta,Windows,,29263195,29 May 2025 – 15:19:22 UTC ( ),5 November 2022 – 08:00:00 UTC ( ),93.21,1767,,0,0,0,0,1,0,0,0,0,0,2025-10-26T10:48:17.523947,https://steamdb.info/app/877280/charts/
METAL GEAR SOLID V: THE PHANTOM PAIN,287700,Game,KONAMI,KONAMI,Windows,,28971347,14 May 2025 – 01:27:41 UTC ( ),1 September 2015 – 04:00:00 UTC ( ),91.84,103912,,1,1,0,1,0,0,0,0,0,0,2025-10-26T10:48:58.364013,https://steamdb.info/app/287700/charts/
Cult of the Lamb,1313140,Game,Massive Monster,Devolver Digital,Windows macOS,Unity Engine,31906717,26 October 2025 – 08:08:26 UTC ( ),11 August 2022 – 15:58:02 UTC ( ),95.7,109058,,1,1,0,0,0,1,0,0,0,0,2025-10-26T10:49:37.172785,https://steamdb.info/app/1313140/charts/
Heroes of Might & Magic III - HD Edition,297000,Game,Dotemu,Ubisoft Entertainment,Windows,,28971452,14 May 2025 – 01:37:37 UTC ( ),29 January 2015 – 15:12:00 UTC ( ),79.47,23613,,1,0,0,0,0,1,0,0,0,1,2025-10-26T10:51:23.754367,https://steamdb.info/app/297000/charts/
YAPYAP Demo,3997990,Demo,Maison Bap,Maison Bap,Windows macOS,Unity Engine,31841210,22 October 2025 – 16:13:14 UTC ( ),11 October 2025 – 00:13:51 UTC ( ),,,1191,1,0,0,0,0,0,1,0,0,0,2025-10-26T10:53:16.207432,https://steamdb.info/app/3997990/charts/
火炬之光：无限,2315040,Game,XD,XD,Windows,Unreal Engine,31899967,25 October 2025 – 15:19:19 UTC ( ),5 July 2024 – 01:57:55 UTC ( ),63.1,2694,,1,0,0,1,0,0,1,0,0,0,2025-10-26T10:53:50.761229,https://steamdb.info/app/2315040/charts/
HudSight - crosshair overlay,1477830,Application,Eduard Kozadaev,Eduard Kozadaev,Windows,,31886611,24 October 2025 – 16:26:08 UTC ( ),5 January 2021 – 18:17:12 UTC ( ),89.01,4975,,0,0,0,0,1,0,0,0,0,0,2025-10-26T10:54:35.004533,https://steamdb.info/app/1477830/charts/
Red Dead Online,1404210,Game,Rockstar Games,Rockstar Games,Windows,"RAGE Engine , Rockstar Launcher",31551452,8 October 2025 – 14:41:22 UTC ( ),4 December 2020 – 20:00:00 UTC ( ),83.11,67720,,1,0,0,1,0,0,0,0,1,1,2025-10-26T10:56:23.219017,https://steamdb.info/app/1404210/charts/
Yu-Gi-Oh! Duel Links,601510,Game,KONAMI,KONAMI,Windows,Unity Engine,31869089,23 October 2025 – 21:15:50 UTC ( ),17 November 2017 – 04:49:00 UTC ( ),83.15,44081,,1,1,0,1,0,0,1,0,0,0,2025-10-26T10:57:23.134465,https://steamdb.info/app/601510/charts/
Undertale,391540,Game,tobyfox,tobyfox,Windows macOS Linux,GameMaker Engine,31000686,8 September 2025 – 16:31:59 UTC ( ),15 September 2015 – 15:58:00 UTC ( ),96.77,302155,,0,1,0,0,0,0,0,0,1,1,2025-10-26T10:58:12.618776,https://steamdb.info/app/391540/charts/
Crush Crush,459820,Game,Sad Panda Studios,Sad Panda Studios,Windows macOS Linux,Unity Engine,31888450,24 October 2025 – 18:03:40 UTC ( ),19 October 2016 – 05:52:00 UTC ( ),88.99,27490,,0,1,0,1,0,0,0,1,1,1,2025-10-26T11:00:32.451353,https://steamdb.info/app/459820/charts/
Need for Speed™ Heat,1222680,Game,Ghost Games,Electronic Arts,Windows,"Frostbite Engine , EA_App Launcher",31865459,23 October 2025 – 17:40:26 UTC ( ),4 June 2020 – 14:59:00 UTC ( ),83.97,139154,,1,1,0,0,0,1,1,0,0,0,2025-10-26T11:01:37.399870,https://steamdb.info/app/1222680/charts/
Portal 2,620,Game,Valve,Valve,Windows macOS Linux,Source Engine,31825149,21 October 2025 – 22:26:39 UTC ( ),19 April 2011 – 04:20:00 UTC ( ),98.7,444584,,1,1,0,0,1,0,0,0,0,0,2025-10-26T11:02:55.693516,https://steamdb.info/app/620/charts/
Like a Dragon: Infinite Wealth,2072450,Game,Ryu Ga Gotoku Studio,SEGA,Windows,,31439299,2 October 2025 – 12:19:10 UTC ( ),25 January 2024 – 14:57:10 UTC ( ),91.28,21294,,0,1,0,0,0,0,0,0,0,0,2025-10-26T11:04:19.779464,https://steamdb.info/app/2072450/charts/
Crossout,386180,Game,Targem Games,Gaijin Network Ltd,Windows,"BattlEye AntiCheat , Gaijin Launcher",31853290,23 October 2025 – 06:52:32 UTC ( ),27 July 2017 – 01:02:00 UTC ( ),75.08,65775,,1,1,0,1,0,1,0,0,0,0,2025-10-26T11:05:30.736690,https://steamdb.info/app/386180/charts/
Stormworks: Build and Rescue,573090,Game,Geometa,Geometa,Windows macOS,,31817225,21 October 2025 – 14:15:45 UTC ( ),17 September 2020 – 16:01:32 UTC ( ),90.17,55031,,1,0,0,0,1,1,0,0,0,0,2025-10-26T11:06:29.665418,https://steamdb.info/app/573090/charts/
The Bazaar,1617400,Game,Tempo,Tempo,Windows macOS,Unity Engine,31905668,26 October 2025 – 04:36:36 UTC ( ),13 August 2025 – 19:51:29 UTC ( ),80.96,4628,,1,0,0,1,0,0,0,0,0,0,2025-10-26T11:08:26.209506,https://steamdb.info/app/1617400/charts/
Wizardry Variants Daphne,2379740,Game,"Drecom Co., Ltd.","Drecom Co., Ltd.",Windows,"nProtect_GameGuard AntiCheat , Unity Engine",31876103,24 October 2025 – 06:48:23 UTC ( ),6 March 2025 – 06:30:56 UTC ( ),54.31,2600,,0,0,0,1,0,0,0,0,0,0,2025-10-26T11:09:31.133742,https://steamdb.info/app/2379740/charts/
Call of Duty®: Modern Warfare® III,3595270,Game,"Sledgehammer Games , Treyarch , Infinity Ward , Beenox , Raven Software , High Moon Studios , Demonware",Activision,Windows,"Ricochet AntiCheat , IW_Engine Engine",31899973,25 October 2025 – 15:19:55 UTC ( ),10 November 2023 – 08:00:00 UTC ( ),37.4,15276,,1,0,0,1,0,1,1,0,0,0,2025-10-26T11:10:18.264058,https://steamdb.info/app/3595270/charts/
Marvel's Spider-Man 2,2651280,Game,"Insomniac Games , Nixxes Software",PlayStation Publishing LLC,Windows,,31473650,3 October 2025 – 23:37:51 UTC ( ),30 January 2025 – 16:00:00 UTC ( ),78.49,26374,,0,0,0,0,0,0,0,0,0,0,2025-10-26T11:11:06.082278,https://steamdb.info/app/2651280/charts/
